time,VMDR,VTZA,VTPK,VZMX,VHM0
2022-03-28T19:05:01Z,116.51,5.03,8.34,0.86,0.58
2022-03-28T20:05:01Z,119.28,4.37,8.16,0.76,0.55
2022-03-28T21:05:01Z,120.02,4.61,6.21,0.66,0.46
2022-03-28T22:05:01Z,109.07,5.49,7.78,0.74,0.51
2022-03-28T23:05:01Z,114.16,4.89,7.74,0.67,0.46
2022-03-29T00:05:01Z,113,4.18,6.36,0.58,0.4
2022-03-29T01:05:01Z,119,4.14,7.18,0.57,0.39
2022-03-29T02:05:01Z,120.98,4.06,8.14,0.57,0.4
2022-03-29T03:05:01Z,114.41,4.55,8.09,0.58,0.38
2022-03-29T04:05:01Z,112.54,3.6,7.93,0.53,0.37
2022-03-29T05:05:01Z,119.69,4.85,7.98,0.71,0.47
2022-03-29T06:05:01Z,115.67,4.01,7.91,0.6,0.38
2022-03-29T07:05:01Z,119.85,4.41,7.96,0.55,0.41
2022-03-29T08:05:01Z,118.55,3.88,7.63,0.57,0.39
2022-03-29T09:05:01Z,121.16,3.56,7.35,0.54,0.36
2022-03-29T10:05:01Z,114.55,4.49,7.74,0.5,0.36
2022-03-29T11:05:01Z,121.68,2.93,7.73,0.67,0.48
2022-03-29T12:05:01Z,123.55,2.77,7.52,0.66,0.5
2022-03-29T13:05:01Z,118.66,2.8,2.68,0.88,0.54
2022-03-29T14:05:02Z,122.58,2.76,3.35,0.78,0.56
2022-03-29T15:05:01Z,124.74,2.64,3.69,1,0.6
2022-03-29T16:05:01Z,124.56,2.68,3.24,0.98,0.63
2022-03-29T17:05:01Z,117.25,2.85,3.69,1.3,0.82
2022-03-29T18:05:01Z,112.6,3.07,3.84,1.24,0.87
2022-03-29T19:05:01Z,108.05,3.17,4.23,1.49,0.9
2022-03-29T20:05:01Z,108.46,3.37,4.47,1.31,0.89
2022-03-29T21:05:01Z,106.8,3.49,4.83,1.21,0.91
2022-03-29T22:05:01Z,113.53,3.91,5.36,1.96,1.23
2022-03-29T23:05:01Z,116.65,4.21,5.74,1.77,1.31
2022-03-30T00:05:01Z,118.09,4.33,6.14,1.65,1.17
2022-03-30T01:05:01Z,120.08,4.66,6.31,2.19,1.54
2022-03-30T02:05:01Z,120.45,4.72,6.35,2.01,1.3
2022-03-30T03:05:01Z,123.07,4.65,6.6,2.18,1.28
2022-03-30T04:05:01Z,113.58,4.94,6.29,1.78,1.26
2022-03-30T05:05:01Z,118.97,5.08,6.77,2.6,1.64
2022-03-30T06:05:01Z,116.56,4.65,6.73,1.87,1.42
2022-03-30T07:05:01Z,107.05,5.31,6.76,2.51,1.26
2022-03-30T08:05:01Z,109.76,4.89,6.7,1.95,1.26
2022-03-30T09:05:01Z,105.1,5.03,6.89,2.15,1.3
2022-03-30T12:05:01Z,104.93,5.54,7.18,1.73,1.1
2022-03-30T13:05:01Z,104.94,5.33,6.99,1.73,1.12
2022-03-30T14:05:01Z,101.56,5.63,7.15,1.65,1.01
2022-03-30T15:05:01Z,103.68,5.61,7.17,1.73,1.18
2022-03-30T16:05:01Z,104.72,4.63,7.33,1.57,0.98
2022-03-30T17:05:01Z,104.33,5.13,7.01,1.47,0.99
2022-03-30T18:05:01Z,104.34,4.85,7.03,1.29,0.92
2022-03-30T19:05:01Z,107.14,5.01,6.87,1.33,0.98
2022-03-30T20:05:01Z,109.45,4.63,7.13,1.3,0.96
2022-03-30T21:05:01Z,112.58,5.37,7.19,1.84,1.16
2022-03-30T22:05:01Z,114.76,4.39,7.02,1.48,0.97
2022-03-30T23:05:01Z,112,4.15,7.12,1.69,0.92
2022-03-31T00:05:01Z,117.27,4.01,6.75,1.46,1.01
2022-03-31T01:05:01Z,114.58,3.92,7.02,1.28,0.98
2022-03-31T02:05:01Z,122.73,4.16,7.02,1.43,0.91
2022-03-31T03:05:01Z,127.66,3.76,6.84,1.31,0.88
2022-03-31T04:05:01Z,127.83,4.11,7.1,1.35,0.89
2022-03-31T05:05:01Z,127.04,3.91,6.91,1.27,0.81
2022-03-31T06:05:01Z,142.96,3.55,6.72,1.02,0.73
2022-03-31T07:05:01Z,136.44,3.9,6.01,1.09,0.71
2022-03-31T08:05:02Z,140.6,3.53,6.58,0.97,0.66
2022-03-31T09:05:01Z,144.56,3.52,6.61,0.85,0.64
2022-03-31T10:05:01Z,159.72,3.6,6.02,0.91,0.59
2022-03-31T11:05:01Z,199.76,3.56,4.39,0.85,0.63
2022-03-31T12:05:01Z,188.23,4.18,4.45,0.92,0.64
2022-03-31T13:05:01Z,188.63,3.84,4.39,0.98,0.6
2022-03-31T14:05:01Z,202.9,3.36,4.39,0.89,0.59
2022-03-31T15:05:01Z,217.72,3.63,4.78,0.97,0.65
2022-03-31T16:05:01Z,204.48,3.17,4.71,0.88,0.64
2022-03-31T17:05:01Z,181.56,3.16,4.2,0.82,0.62
2022-03-31T18:05:01Z,199.63,3.53,4.17,1.02,0.73
2022-03-31T19:05:01Z,203.6,3.22,4.41,1.19,0.8
2022-03-31T20:05:01Z,177.89,3.04,4.48,1.16,0.76
2022-03-31T21:05:01Z,184.09,3.06,4.12,1.11,0.72
2022-03-31T22:05:01Z,175.8,3.07,3.74,1.12,0.73
2022-03-31T23:05:01Z,166.01,3.11,4.01,0.92,0.66
2022-04-01T00:05:01Z,157.56,3.54,3.74,0.93,0.68
2022-04-01T01:05:01Z,171.53,3.81,4.02,0.92,0.67
2022-04-01T02:05:01Z,181.17,3.61,8.67,0.87,0.7
2022-04-01T03:05:01Z,193.11,3.73,4.22,0.97,0.75
2022-04-01T04:05:01Z,203.89,3.41,4.36,1.01,0.76
2022-04-01T05:05:01Z,203.47,3.35,4.18,1.25,0.75
2022-04-01T06:05:01Z,209.83,3.44,4.36,1.44,0.84
2022-04-01T07:05:01Z,225.41,4.35,5.76,1.64,1.02
2022-04-01T08:05:01Z,227.56,4.2,6.05,1.9,1.2
2022-04-01T09:05:01Z,226.93,3.89,5.7,1.79,1.18
2022-04-01T10:05:01Z,225.23,3.95,5.71,2.14,1.24
2022-04-01T11:05:01Z,223.94,3.97,5.61,1.81,1.24
2022-04-01T12:05:01Z,220.93,3.29,5.16,1.63,0.99
2022-04-01T13:05:01Z,227.83,3.68,4.73,1.54,1.04
2022-04-01T14:05:01Z,220.86,3.19,4.72,1.51,0.99
2022-04-01T15:05:01Z,221.71,3.31,4.65,1.24,0.92
2022-04-01T16:05:01Z,209.63,3.05,4.69,1.21,0.8
2022-04-01T17:05:01Z,195.74,3.02,4.71,1.13,0.89
2022-04-01T18:05:01Z,202.38,3.39,4.56,1.28,0.95
2022-04-01T19:05:01Z,195.41,3.87,4.76,1.34,0.89
2022-04-01T20:05:01Z,213.79,3.39,4.59,1.79,1.11
2022-04-01T21:05:01Z,200.84,3.68,5.02,1.54,1.05
2022-04-01T22:05:01Z,204.66,3.51,5.04,1.4,1
2022-04-01T23:05:01Z,206.13,3.81,4.85,1.66,1.1
2022-04-02T00:05:02Z,209.44,3.81,4.86,1.49,1.06
2022-04-02T01:05:01Z,210.76,3.51,4.62,1.42,0.9
2022-04-02T02:05:01Z,213.38,3.38,4.28,1.4,0.97
2022-04-02T03:05:01Z,212.17,3.21,3.95,1.37,0.93
2022-04-02T04:05:01Z,213.55,3.18,3.1,1.23,0.88
2022-04-02T05:05:01Z,224.25,3.31,3.64,1.78,1.12
2022-04-02T06:05:01Z,226.15,3.41,4.22,1.62,1.16
2022-04-02T07:05:01Z,218.22,3.65,4.86,1.59,1.03
2022-04-02T08:05:01Z,214.46,3.53,4.34,1.45,0.88
2022-04-02T09:05:01Z,212.13,3.46,5,1.41,0.95
2022-04-03T18:05:01Z,133.07,3.91,5.2,1.24,0.86
2022-04-03T19:05:01Z,131.63,4.25,4.8,1.17,0.82
2022-04-03T20:05:01Z,133.03,3.58,5.28,1.1,0.84
2022-04-03T21:05:01Z,134.4,3.67,5.85,1.28,0.85
2022-04-03T22:05:01Z,133.02,3.47,6.76,1.35,0.89
2022-04-03T23:05:01Z,133.58,3.56,6.24,1.12,0.84
2022-04-04T00:05:01Z,131.37,3.59,4.8,1.3,0.89
2022-04-04T02:05:01Z,129.48,3.66,5.28,1.33,0.84
2022-04-04T03:05:01Z,122.2,3.73,5.98,1.06,0.78
2022-04-04T04:05:01Z,117.81,3.84,4.76,1.19,0.78
2022-04-04T05:05:01Z,115.41,3.46,4.61,1.07,0.75
2022-04-04T06:05:01Z,114.55,3.4,5.26,0.96,0.66
2022-04-04T07:05:01Z,120.02,3.46,5.12,0.96,0.69
2022-04-04T08:05:01Z,123.98,3.36,5.19,1.07,0.63
2022-04-04T09:05:01Z,119.64,3.53,5.65,0.96,0.6
2022-04-04T10:05:01Z,114.07,3.39,4.73,0.8,0.58
2022-04-04T11:05:01Z,115.84,3.29,4.96,1.18,0.69
2022-04-04T12:05:01Z,109.33,3.24,5.52,1.02,0.65
2022-04-04T13:05:01Z,108.16,3.47,5.62,1.39,0.81
2022-04-04T14:05:01Z,108.62,3.34,5.49,1.26,0.8
2022-04-04T15:05:01Z,109.85,3.48,5.66,1.05,0.75
2022-04-04T16:05:01Z,115.47,3.18,6.08,1.02,0.69
2022-04-04T17:05:01Z,113.86,3.26,6.02,1.09,0.7
2022-04-04T18:05:01Z,112.49,3.65,6.29,1.08,0.71
2022-04-04T19:05:01Z,111.83,3.97,5.29,1.02,0.81
2022-04-04T20:05:01Z,102.55,3.81,6.42,1.46,0.95
2022-04-04T21:05:01Z,102.61,3.85,5.32,1.45,1.03
2022-04-04T22:05:01Z,103.76,4.14,6.07,1.86,1.08
2022-04-04T23:05:01Z,107.59,3.77,5.83,1.33,0.91
2022-04-05T00:05:01Z,106.88,3.64,6.16,1.06,0.71
2022-04-05T01:05:01Z,110.67,3.29,5.8,0.9,0.64
2022-04-05T02:05:02Z,114.78,3.34,5.96,1.19,0.68
2022-04-05T03:05:01Z,118.48,3.75,6.27,0.96,0.7
2022-04-05T04:05:01Z,118.53,3.49,6.37,0.98,0.66
2022-04-05T05:05:01Z,119.03,2.98,5.84,0.75,0.56
2022-04-05T06:05:01Z,119,3.34,6.65,0.86,0.62
2022-04-05T07:05:01Z,116.89,3.09,5.95,0.96,0.59
2022-04-05T08:05:01Z,122.89,3.48,6.22,1,0.61
2022-04-05T09:05:01Z,118.76,3.64,6.36,0.94,0.63
2022-04-05T13:05:01Z,120.68,4.32,6.7,1.41,0.83
2022-04-05T14:05:01Z,121.75,4.76,6.85,1.33,1.03
2022-04-05T15:05:01Z,118.94,3.99,7.25,1.08,0.79
2022-04-05T16:05:01Z,124.24,4.15,7.14,1.08,0.78
2022-04-05T17:05:01Z,120.6,3.95,6.86,0.98,0.69
2022-04-05T18:05:01Z,125.6,4.27,7.52,1.3,0.75
2022-04-05T19:05:01Z,121.72,4.56,7.46,1.04,0.79
2022-04-05T20:05:01Z,122.51,4.22,7.31,1.03,0.72
2022-04-05T21:05:01Z,121.67,4.87,7.01,1.42,0.89
2022-04-05T22:05:01Z,125.13,4.86,7.55,1.39,0.85
2022-04-05T23:05:01Z,123.58,5.44,7.34,1.27,0.84
2022-04-06T00:05:01Z,128.91,5.53,7.28,1.04,0.78
2022-04-06T01:05:01Z,125.87,4.96,7.02,1.02,0.79
2022-04-06T02:05:01Z,130.75,4.8,7.02,1.18,0.75
2022-04-06T03:05:01Z,130.92,5.37,7.35,1.18,0.72
2022-04-06T04:05:01Z,130.23,5,6.35,0.99,0.73
2022-04-06T05:05:01Z,135.05,4.68,6.64,0.97,0.69
2022-04-06T06:05:01Z,132.31,4.59,6.75,0.94,0.64
2022-04-06T07:05:01Z,132.76,4.42,6.48,0.97,0.56
2022-04-06T08:05:01Z,130.16,4.91,6.73,0.92,0.59
2022-04-06T09:05:01Z,131.82,5.2,6.77,0.73,0.53
2022-04-06T10:05:01Z,132.3,3.93,6.52,0.86,0.54
2022-04-06T11:05:01Z,131.95,3.37,6.63,0.75,0.52
2022-04-06T12:05:01Z,135.45,3.47,6.81,1.06,0.62
2022-04-06T13:05:01Z,132.48,3.38,6.45,0.85,0.6
2022-04-06T14:05:01Z,136.41,2.93,3.24,0.91,0.69
2022-04-06T15:05:01Z,145.66,3.34,3.46,1.16,0.84
2022-04-06T16:05:01Z,174.28,2.99,3.66,1.17,0.77
2022-04-06T17:05:01Z,173.94,3.27,3.72,1.28,0.92
2022-04-06T18:05:01Z,185.23,3.44,4.27,1.31,0.96
2022-04-06T19:05:02Z,182.04,3.55,4.78,1.52,0.91
2022-04-06T20:05:01Z,190.09,4.09,4.97,1.54,0.93
2022-04-06T21:05:01Z,191.83,4.18,4.82,1.54,1.03
2022-04-06T22:05:01Z,183.43,4.09,5.06,1.24,0.93
2022-04-06T23:05:01Z,192.86,4.41,5.06,1.96,1.05
2022-04-07T00:05:01Z,183.64,3.89,5.2,1.33,0.88
2022-04-07T01:05:01Z,185.09,4.26,5.08,1.29,0.91
2022-04-07T02:05:01Z,194.88,3.94,5.02,1.22,0.8
2022-04-07T03:05:01Z,192.67,4.04,5.08,1.59,0.98
2022-04-07T04:05:01Z,182.7,3.74,5,1.5,0.89
2022-04-07T05:05:01Z,186.59,4.11,5.31,1.22,0.9
2022-04-07T06:05:02Z,181.23,4.11,5.12,1.3,0.78
2022-04-07T07:05:01Z,182.75,3.76,5.03,0.93,0.71
2022-04-07T08:05:01Z,176.58,3.86,5.03,0.9,0.67
2022-04-07T09:05:01Z,179.21,3.59,5.08,1.03,0.66
2022-04-07T10:05:01Z,185,3.56,4.59,1.17,0.75
2022-04-07T11:05:01Z,184.88,3.41,4.95,1.06,0.7
2022-04-07T12:05:01Z,189.49,3.4,4.99,1.28,0.81
2022-04-07T13:05:01Z,204.23,3.29,4.27,1.51,1.05
2022-04-07T14:05:01Z,208.38,3.72,4.58,1.64,1.05
2022-04-07T15:05:01Z,190.14,2.95,3.81,1.16,0.8
2022-04-07T16:05:01Z,183.5,3.2,3.69,1.06,0.82
2022-04-07T17:05:01Z,185.35,3.14,3.82,1.12,0.79
2022-04-07T18:05:01Z,187.97,3.22,4.14,1.15,0.76
2022-04-07T19:05:01Z,187.93,3.64,5.35,1.15,0.81
2022-04-07T20:05:01Z,187.63,3.64,4.62,1.34,0.8
2022-04-07T21:05:01Z,196.48,3.75,5.24,1.18,0.77
2022-04-07T22:05:01Z,191.07,3.74,5.26,1.17,0.78
2022-04-07T23:05:01Z,188.71,3.75,5.03,1.18,0.83
2022-04-08T00:05:01Z,187.29,3.41,4.53,1.12,0.62
2022-04-08T01:05:01Z,182.74,3.84,5.09,1.04,0.77
2022-04-08T02:05:01Z,180.2,4.03,5.32,1.11,0.77
2022-04-08T03:05:01Z,179.48,4,5.22,1.27,0.82
2022-04-08T04:05:01Z,177.23,4.2,5.74,1.59,0.92
2022-04-08T05:05:01Z,182.61,4.68,5.89,1.28,0.94
2022-04-08T06:05:01Z,180.74,5.2,6.22,1.29,1.09
2022-04-08T07:05:01Z,180.94,4.96,6.37,1.36,1.03
2022-04-08T08:05:01Z,180.82,4.73,6.46,1.25,0.97
2022-04-08T09:05:01Z,183.52,4.51,6.38,1.27,0.99
2022-04-08T13:05:01Z,180.48,3.29,5.88,1.63,0.92
2022-04-08T14:05:01Z,185.42,3.73,5.8,1.47,0.98
2022-04-08T15:05:01Z,186.71,3.6,5.33,1.19,0.91
2022-04-08T16:05:01Z,183.28,3.37,5.27,1.25,0.86
2022-04-08T17:05:01Z,192.04,3.6,3.72,1.33,1
2022-04-08T18:05:01Z,189.56,3.42,3.92,1.21,0.93
2022-04-08T19:05:01Z,184.87,3.13,5.39,1.22,0.8
2022-04-08T20:05:01Z,184.07,3.49,5.54,1.02,0.72
2022-04-08T21:05:01Z,181.32,3.38,5.48,0.97,0.71
2022-04-08T22:05:01Z,188.44,3.43,6.07,0.95,0.66
2022-04-08T23:05:01Z,183.37,3.54,5.29,1.11,0.69
2022-04-09T00:05:01Z,182.69,3.24,5.28,0.91,0.63
2022-04-09T01:05:02Z,184.84,3.14,5.64,1,0.65
2022-04-09T02:05:01Z,183.35,2.86,5.46,1.12,0.65
2022-04-09T03:05:01Z,183.34,3.33,5.71,0.87,0.56
2022-04-09T04:05:01Z,189.69,3.37,5.61,1.05,0.74
2022-04-09T05:05:01Z,194.95,3.06,5.78,1.11,0.82
2022-04-09T06:05:01Z,198.04,3.04,5.17,1.02,0.77
2022-04-09T07:05:01Z,192.25,3,5.63,1.07,0.68
2022-04-09T08:05:01Z,191.22,2.67,5.67,1.04,0.71
2022-04-09T09:05:02Z,187.85,3.24,5.51,1.04,0.79
2022-04-09T10:05:01Z,196.88,3.21,5.51,1.16,0.74
2022-04-09T11:05:01Z,199.82,3.35,4.88,1.22,0.79
2022-04-09T12:05:01Z,188.41,3.31,5.5,1.45,0.88
2022-04-09T13:05:01Z,196.43,3.4,5.73,1.26,0.76
2022-04-09T14:05:01Z,188.64,3.54,5.14,1.29,0.78
2022-04-09T15:05:01Z,163.94,3.71,5.13,1.56,1.08
2022-04-09T16:05:01Z,134.32,3.72,4.96,1.75,1.19
2022-04-09T17:05:01Z,126.54,3.74,4.62,2.2,1.37
2022-04-09T18:05:01Z,116.76,3.84,4.85,1.83,1.22
2022-04-09T19:05:01Z,115.21,3.58,4.67,1.54,1.15
2022-04-09T20:05:01Z,122.41,3.68,4.98,1.82,1.13
2022-04-09T21:05:01Z,118.57,3.54,4.87,1.48,1.06
2022-04-09T22:05:01Z,122.05,3.34,5.05,1.47,0.98
2022-04-09T23:05:01Z,122.9,3.66,4.79,1.44,0.96
2022-04-10T00:05:01Z,129.43,3.86,4.83,1.51,1
2022-04-10T01:05:01Z,135.29,4.16,5.13,1.39,0.95
2022-04-10T02:05:01Z,138.44,4.55,5.31,1.41,0.96
2022-04-10T03:05:01Z,139.57,4.09,5.12,1.4,0.97
2022-04-10T04:05:01Z,137.16,3.94,5.15,1.55,0.92
2022-04-10T05:05:01Z,134.31,3.48,4.83,1.51,0.8
2022-04-10T06:05:01Z,137.45,3.87,5.38,1.27,0.75
2022-04-10T07:05:01Z,137.34,4.07,5.05,1.2,0.79
2022-04-10T08:05:01Z,132.67,3.54,5.15,1.14,0.77
2022-04-10T09:05:01Z,129.56,3.68,4.89,1.26,0.78
2022-04-10T10:05:01Z,135.28,3.65,4.71,1.28,0.87
2022-04-10T11:05:01Z,133.28,3.59,4.53,1.41,0.84
2022-04-10T12:05:01Z,139.77,3.62,4.73,1.3,0.81
2022-04-10T13:05:01Z,142.7,3.53,4.76,1.19,0.74
2022-04-10T14:05:01Z,145.36,3.31,4.56,1.27,0.72
2022-04-10T15:05:01Z,140.91,3.29,4.13,0.86,0.62
2022-04-10T16:05:01Z,156.4,3.78,5.28,1.03,0.63
2022-04-10T17:05:01Z,150.52,3.77,4.36,0.67,0.51
2022-04-10T18:05:01Z,165.31,3.7,4.82,0.69,0.52
2022-04-10T19:05:02Z,165.88,3.66,4.38,0.67,0.51
2022-04-10T20:05:01Z,156.78,3.69,4.67,0.82,0.52
2022-04-10T21:05:01Z,164.75,3.89,4.6,0.69,0.48
2022-04-10T22:05:01Z,158.15,3.77,4.76,0.75,0.48
2022-04-10T23:05:01Z,160.95,3.64,4.62,0.8,0.51
2022-04-11T00:05:01Z,149.62,3.71,4.11,0.58,0.45
2022-04-11T02:05:01Z,148.73,3.72,4.53,0.84,0.5
2022-04-11T03:05:01Z,156.23,3.48,4.39,0.75,0.48
2022-04-11T04:05:01Z,150.44,3.81,4.73,0.65,0.49
2022-04-11T05:05:01Z,146.94,3.31,3.89,0.87,0.5
2022-04-11T06:05:01Z,141.85,3.79,4.74,0.96,0.51
2022-04-11T07:05:01Z,133.5,4.01,5.03,0.82,0.58
2022-04-11T08:05:01Z,132.86,3.62,4.87,0.86,0.57
2022-04-11T09:05:01Z,132.51,3.93,4.8,1.03,0.54
2022-04-11T10:05:01Z,127.85,3.88,5.08,1.07,0.61
2022-04-11T11:05:01Z,131.92,3.37,5.41,1.02,0.72
2022-04-11T12:05:01Z,126.52,3.6,5.44,1.11,0.73
2022-04-11T13:05:01Z,131.06,3.77,5.63,1.18,0.84
2022-04-11T14:05:01Z,129.71,3.42,5.34,1.2,0.88
2022-04-11T15:05:01Z,126.48,3.21,5.04,1.39,0.91
2022-04-11T16:05:01Z,121.05,3.18,5.3,1.66,0.95
2022-04-11T17:05:01Z,117.13,3.56,4.3,1.82,1.17
2022-04-11T18:05:01Z,114.46,3.37,4.93,1.79,1.15
2022-04-11T19:05:01Z,111.84,3.6,5.73,2.19,1.25
2022-04-11T20:05:01Z,115.49,3.59,5.63,2.27,1.32
2022-04-11T21:05:01Z,113.86,4.04,5.76,1.6,1.26
2022-04-11T22:05:01Z,109.91,4.12,5.85,1.89,1.38
2022-04-11T23:05:01Z,107.05,3.97,5.81,2.3,1.41
2022-04-12T00:05:01Z,109.33,4.31,5.91,2.51,1.69
2022-04-12T01:05:01Z,107.64,4.16,5.65,1.9,1.46
2022-04-12T02:05:01Z,104.86,4.02,5.47,2.37,1.61
2022-04-12T03:05:01Z,102.62,4.13,5.73,2.53,1.72
2022-04-12T04:05:01Z,104.54,4.07,6.04,2.34,1.4
2022-04-12T05:05:01Z,102.22,4.22,5.95,2.73,1.59
2022-04-12T06:05:01Z,99.06,4.66,5.76,2.54,1.72
2022-04-12T07:05:01Z,104.58,4.21,6.23,2.28,1.58
2022-04-12T08:05:01Z,107.86,4.44,7.16,3.08,1.9
2022-04-12T09:05:01Z,107.75,4.98,7.05,2.58,1.72
2022-04-12T10:05:01Z,110.39,5.19,7.56,2.54,1.8
2022-04-12T11:05:01Z,105.98,5.3,7.16,3.05,1.87
2022-04-12T12:05:01Z,108.66,4.92,7.31,2.35,1.7
2022-04-12T13:05:01Z,110.81,5.09,7.4,2.72,1.73
2022-04-12T14:05:01Z,106.25,4.81,6.74,2.4,1.82
2022-04-12T15:05:01Z,109.48,4.72,6.65,2.55,1.81
2022-04-12T16:05:02Z,107.81,5.08,7.32,2.5,1.66
2022-04-12T17:05:01Z,107.62,5.02,7.77,2.22,1.63
2022-04-12T18:05:01Z,107.23,4.91,7.6,1.95,1.35
2022-04-12T19:05:01Z,109.13,4.87,7.89,2.44,1.41
2022-04-12T20:05:01Z,110.81,4.2,7.32,2.39,1.37
2022-04-12T21:05:01Z,106.33,4.28,7.37,1.71,1.33
2022-04-12T22:05:01Z,106.08,4.54,7.64,1.66,1.31
2022-04-12T23:05:01Z,102.87,-999.99,7.29,3.07,1.84
2022-04-13T00:05:01Z,108.32,4.66,7.97,2.1,1.31
2022-04-13T01:05:01Z,108.96,4.87,7.98,2.19,1.38
2022-04-13T02:05:01Z,107.49,4.16,8.17,1.7,1.07
2022-04-13T03:05:01Z,108.45,4.95,7.94,2.09,1.25
2022-04-13T04:05:01Z,107.2,4.78,7.79,1.84,1.34
2022-04-13T05:05:01Z,106.96,4.7,7.81,1.69,1.18
2022-04-13T06:05:01Z,104.58,4.68,7.18,1.66,1.08
2022-04-13T07:05:01Z,107.04,5.02,7.98,2.17,1.31
2022-04-13T08:05:01Z,107.98,5.13,7.78,2.07,1.48
2022-04-13T09:05:01Z,104.2,4.75,7.47,1.67,1.26
2022-04-13T10:05:01Z,105.52,4.16,7.69,1.63,1.18
2022-04-13T11:05:01Z,103.01,4.18,7.19,2.13,1.37
2022-04-13T12:05:01Z,103.48,4.27,7.42,2.17,1.33
2022-04-13T13:05:01Z,102.46,4.08,7.53,1.9,1.25
2022-04-13T14:05:01Z,105.24,4.5,7.48,1.84,1.35
2022-04-13T15:05:01Z,101.78,4.21,7.68,1.81,1.32
2022-04-13T16:05:01Z,99.79,3.77,7.15,2.24,1.28
2022-04-13T17:05:02Z,106.76,4.44,7.62,1.83,1.29
2022-04-13T18:05:01Z,109.64,4.77,8.03,1.66,1.15
2022-04-13T19:05:01Z,106.55,4.34,7.8,1.77,1.15
2022-04-13T20:05:01Z,106.75,4.58,7.59,2.28,1.57
2022-04-13T21:05:01Z,108.56,4.67,7.78,2.47,1.51
2022-04-13T22:05:01Z,106.05,5.42,7.33,2.61,1.82
2022-04-13T23:05:01Z,112.31,5.85,8.06,2.34,1.72
2022-04-14T00:05:01Z,109.13,4.51,7.84,2.01,1.34
2022-04-14T01:05:01Z,106.29,5.07,8.08,2.26,1.36
2022-04-14T02:05:01Z,106.29,5.03,7.77,2.1,1.43
2022-04-14T03:05:01Z,107.92,5.71,7.69,2.18,1.31
2022-04-14T04:05:01Z,108.5,5.56,7.91,2.14,1.39
2022-04-14T05:05:01Z,110.33,4.88,7.84,1.76,1.06
2022-04-14T06:05:01Z,109.06,5.29,7.53,2.08,1.12
2022-04-14T07:05:01Z,111.97,5.94,7.54,1.84,1.24
2022-04-14T08:05:01Z,113.12,5.99,7.89,1.71,1.23
2022-04-14T09:05:01Z,114.68,5.32,7.74,1.65,1.04
2022-04-14T13:05:01Z,117.89,4.52,7.5,2.23,1.35
2022-04-14T14:05:01Z,108.42,4.35,7.38,2.18,1.41
2022-04-14T15:05:01Z,114.25,4.82,7.32,1.88,1.34
2022-04-14T16:05:02Z,110.62,4.51,7.59,2.13,1.39
2022-04-14T17:05:01Z,113.45,4.87,7.58,2.26,1.63
2022-04-14T18:05:01Z,109.64,4.34,7.13,2.54,1.6
2022-04-14T19:05:01Z,110.99,4.31,7.47,1.79,1.49
2022-04-14T20:05:01Z,120.2,4.93,8.3,1.97,1.39
2022-04-14T21:05:01Z,115.81,4.89,7.83,1.71,1.18
2022-04-14T22:05:01Z,112.75,4.72,8.03,1.43,1.08
2022-04-14T23:05:01Z,112.49,5.12,7.36,1.55,1
2022-04-15T00:05:01Z,115.4,4.96,7.59,1.23,0.84
2022-04-15T01:05:01Z,115.37,5.25,7.75,1.6,0.95
2022-04-15T02:05:01Z,122.73,4.7,7.71,1.05,0.81
2022-04-15T03:05:01Z,118.9,6.04,7.87,1.4,1.01
2022-04-15T04:05:01Z,118.87,5.43,7.92,1.38,0.85
2022-04-15T05:05:02Z,116.87,6.18,7.61,1.45,0.94
2022-04-15T06:05:01Z,121.89,5.88,7.88,1.42,0.95
2022-04-15T07:05:01Z,118.17,5.59,7.24,1.66,0.94
2022-04-15T08:05:01Z,120.73,6.29,7.68,1.36,0.92
2022-04-15T09:05:01Z,123.73,6.34,7.95,1.23,0.9
2022-04-15T10:05:01Z,123.3,6.29,7.36,1.56,0.92
2022-04-15T11:05:01Z,128.16,5.48,7.95,1.56,1.07
2022-04-15T12:05:01Z,127.73,5.18,7.84,1.33,0.92
2022-04-15T13:05:01Z,124.6,5.71,7.82,1.25,0.96
2022-04-15T14:05:01Z,126.29,5.77,7.96,1.43,1.03
2022-04-15T15:05:01Z,122.04,5.24,7.82,1.24,0.87
2022-04-15T16:05:01Z,124.83,5,7.79,1.18,0.87
2022-04-15T17:05:01Z,123.81,5.46,7.8,1.41,0.96
2022-04-15T18:05:01Z,120.91,5.38,7.96,1.04,0.83
2022-04-15T19:05:01Z,124.63,5.59,8.33,1.32,0.9
2022-04-15T20:05:01Z,121.56,5.44,8.41,0.92,0.67
2022-04-15T21:05:01Z,126.19,5.14,7.98,0.88,0.71
2022-04-15T22:05:01Z,120.08,6.01,8.47,0.94,0.74
2022-04-15T23:05:01Z,110.78,5.38,8.35,1.02,0.69
2022-04-16T00:05:01Z,123.59,5.34,7.61,1.16,0.69
2022-04-16T01:05:01Z,121.7,5.76,7.38,1.06,0.74
2022-04-16T02:05:01Z,121.82,5.65,7.72,0.88,0.73
2022-04-16T09:05:01Z,120.7,5.05,6.76,0.83,0.53
2022-04-16T10:05:01Z,121.37,5.21,7.35,0.68,0.45
2022-04-16T11:05:02Z,119.15,4.16,6.03,0.54,0.43
2022-04-16T12:05:01Z,122.37,4.89,6.62,0.79,0.52
2022-04-16T13:05:01Z,125.53,4.12,6.89,0.68,0.48
